numer_sta;date;pmer;tend;cod_tend;dd;ff;t;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;
07299;20240102060000;100970;-160;5;130;2.700000;280.150000;278.150000;87;40440;61;mq;mq;100;7;1250;mq;mq;mq;97690;mq;mq;-430;276.250000;mq;281.850000;mq;277.050000;mq;mq;5.800000;7.400000;-10;2;0.000000;mq;mq;-0.100000;1.200000;1.400000;1.400000;3.200000;mq;mq;mq;mq;7;mq;1320;8;mq;1680;mq;8;mq;mq;mq;mq;
07314;20240102060000;100770;-150;8;200;12.600000;286.250000;284.150000;87;mq;mq;8;6;mq;mq;mq;mq;mq;mq;100500;mq;mq;-640;285.150000;mq;286.850000;mq;mq;mq;mq;18.000000;18.000000;-10;mq;mq;mq;mq;0.800000;4.000000;5.400000;8.800000;10.800000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20240102060000;100800;-160;8;200;9.900000;282.350000;280.750000;90;27900;50;mq;mq;100;8;450;mq;mq;mq;99360;mq;mq;-570;281.850000;mq;283.550000;mq;281.750000;mq;mq;13.900000;15.700000;-10;2;0.000000;mq;mq;0.200000;0.400000;0.400000;1.200000;1.600000;mq;mq;mq;mq;5;mq;450;7;mq;600;8;mq;810;mq;mq;mq;
07434;20240102060000;101270;-90;8;190;8.100000;279.450000;277.650000;88;26910;61;mq;mq;100;6;1250;mq;mq;mq;96440;mq;mq;-280;279.350000;mq;281.250000;mq;279.150000;mq;mq;13.700000;13.700000;-10;2;0.000000;mq;mq;0.200000;0.400000;0.400000;0.800000;2.600000;mq;mq;mq;mq;2;mq;1200;6;mq;1410;8;mq;1680;mq;mq;mq;
07460;20240102060000;101220;-90;6;160;7.900000;282.450000;276.450000;66;59520;0;mq;mq;100;8;3240;mq;mq;mq;97280;mq;mq;-330;277.850000;mq;283.250000;mq;275.950000;mq;mq;10.800000;11.600000;-10;mq;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;3240;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07471;20240102060000;mq;-10;5;130;0.600000;277.150000;275.450000;89;11540;61;mq;mq;100;8;1250;mq;mq;mq;91830;92500;774;-50;273.350000;mq;278.250000;mq;272.150000;mq;mq;1.200000;3.400000;-10;2;0.000000;mq;mq;1.600000;1.600000;1.600000;1.600000;1.600000;mq;mq;mq;mq;8;mq;1200;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07481;20240102060000;101580;-10;5;170;6.400000;280.150000;277.950000;86;12000;61;6;6;100;8;mq;35;mq;mq;98670;mq;mq;-100;279.650000;mq;281.750000;mq;mq;mq;mq;10.700000;10.700000;-10;2;0.000000;0.000000;-60;1.000000;2.400000;2.600000;2.600000;2.600000;mq;mq;mq;mq;8;6;1560;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07510;20240102060000;101220;-110;8;190;4.700000;283.150000;278.550000;73;19830;60;mq;mq;100;8;2250;mq;mq;mq;100640;mq;mq;-450;282.450000;mq;283.750000;mq;280.550000;mq;mq;6.800000;6.800000;-10;2;0.000000;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;2.400000;mq;mq;mq;mq;4;mq;2040;7;mq;2520;8;mq;3360;mq;8;mq;
07535;20240102060000;101550;10;3;190;3.300000;281.050000;276.650000;74;20000;0;mq;mq;75;6;2250;mq;mq;mq;98400;mq;mq;-210;280.750000;mq;281.850000;mq;279.750000;mq;mq;6.700000;6.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;1.600000;mq;mq;mq;mq;5;mq;2160;5;mq;2580;6;mq;3480;mq;mq;mq;
07558;20240102060000;101710;-90;5;50;2.500000;276.750000;276.150000;96;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93240;mq;mq;-70;276.650000;mq;277.750000;mq;274.350000;mq;mq;3.200000;3.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07577;20240102060000;101860;-20;5;0;0.000000;275.350000;275.250000;99;10200;0;mq;mq;mq;mq;mq;mq;mq;mq;100930;mq;mq;150;273.050000;mq;277.050000;mq;276.150000;mq;mq;0.600000;1.100000;-10;mq;mq;mq;mq;0.000000;0.200000;0.200000;0.200000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07591;20240102060000;mq;90;8;50;3.000000;271.850000;267.950000;75;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;91580;92500;794;300;mq;271.350000;mq;279.950000;mq;mq;mq;mq;mq;mq;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07607;20240102060000;101400;-60;7;20;0.900000;280.050000;277.050000;81;60000;0;mq;mq;100;8;3720;mq;mq;mq;100680;mq;mq;-420;277.450000;mq;281.750000;mq;279.350000;mq;mq;1.700000;4.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;8;mq;3720;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07621;20240102060000;101560;-100;5;170;2.900000;278.050000;275.050000;81;60000;0;mq;mq;100;8;3900;mq;mq;mq;97150;mq;mq;-360;275.350000;mq;280.150000;mq;273.650000;mq;mq;4.100000;4.300000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;3900;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07627;20240102060000;101620;-190;6;130;5.500000;278.550000;273.750000;71;20000;0;mq;mq;mq;3;4260;mq;mq;mq;96620;mq;mq;-330;275.550000;mq;278.950000;mq;277.550000;mq;mq;8.000000;8.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;3;mq;4260;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07630;20240102060000;101610;-130;5;220;1.000000;277.450000;275.150000;85;40050;0;mq;mq;75;6;3240;mq;mq;mq;99760;mq;mq;-250;276.650000;mq;280.950000;mq;274.850000;mq;mq;2.400000;5.000000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;3240;4;mq;4440;6;mq;6600;mq;mq;mq;
07643;20240102060000;101780;-60;6;40;2.700000;277.350000;276.150000;92;27060;0;mq;mq;100;8;450;mq;mq;mq;101680;mq;mq;80;275.750000;mq;283.950000;mq;272.550000;mq;mq;5.400000;7.200000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;8;mq;570;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07650;20240102060000;101820;-70;6;150;2.200000;277.250000;275.550000;89;26700;0;mq;mq;mq;2;4980;mq;mq;mq;101420;mq;mq;150;275.550000;mq;282.950000;mq;273.250000;mq;mq;2.900000;6.300000;-10;1;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;4980;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07661;20240102060000;mq;mq;mq;290;4.800000;mq;mq;mq;mq;mq;0;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;5.400000;6.600000;-10;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07690;20240102060000;101610;-40;5;330;6.100000;279.350000;273.050000;64;40000;3;2;2;90;1;mq;30;23;12;101290;mq;mq;420;279.250000;mq;281.750000;mq;277.450000;mq;mq;8.900000;9.700000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;3;5000;7;0;7000;mq;mq;mq;mq;mq;mq;
07747;20240102060000;101700;-100;6;320;1.500000;277.750000;274.950000;82;60000;0;mq;mq;90;7;5580;mq;mq;mq;101150;mq;mq;-150;275.750000;mq;281.850000;mq;275.950000;mq;mq;2.900000;2.900000;-10;0;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;5;mq;5580;5;mq;6120;7;mq;7080;mq;mq;mq;
07761;20240102060000;101990;80;3;30;3.000000;279.050000;277.550000;90;60000;0;mq;mq;mq;2;1750;mq;mq;mq;101880;mq;mq;430;278.850000;mq;281.950000;mq;275.850000;mq;mq;4.700000;5.700000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;2;mq;1560;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07790;20240102060000;101760;60;3;230;2.300000;278.550000;273.550000;70;45300;0;mq;mq;mq;0;mq;mq;mq;mq;101610;mq;mq;510;278.450000;mq;283.150000;mq;277.950000;mq;mq;3.200000;3.600000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61968;20240102060000;101090;180;1;280;3.600000;304.850000;299.450000;73;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101050;mq;mq;-100;mq;298.750000;mq;306.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;12.300000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61970;20240102060000;100960;120;1;260;4.600000;302.850000;298.850000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100850;mq;mq;-100;mq;299.650000;mq;303.450000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;15.200000;15.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61972;20240102060000;100880;130;1;150;11.300000;301.550000;297.550000;79;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100810;mq;mq;260;mq;298.450000;mq;302.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;5.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61976;20240102060000;101040;40;2;360;6.500000;305.850000;299.850000;71;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100950;mq;mq;-190;mq;300.350000;mq;306.250000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;3.900000;5.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61980;20240102060000;101140;70;2;170;2.100000;298.850000;297.050000;90;2780;61;mq;mq;100;7;800;mq;mq;mq;100990;mq;mq;-180;mq;mq;mq;mq;mq;mq;mq;3.900000;4.500000;-10;mq;mq;mq;mq;3.600000;9.700000;12.900000;15.100000;19.500000;mq;mq;mq;mq;1;mq;720;7;mq;960;7;mq;1230;mq;8;mq;
61996;20240102060000;101240;60;6;280;7.200000;293.650000;287.750000;69;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100900;mq;mq;-540;mq;287.050000;mq;294.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61997;20240102060000;99050;60;3;250;20.000000;282.250000;276.450000;67;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;97320;mq;mq;-550;mq;275.750000;mq;283.850000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.600000;3.200000;4.400000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
61998;20240102060000;98220;270;3;280;16.500000;281.950000;273.650000;56;30000;15;mq;mq;90;5;800;38;23;11;97860;mq;mq;mq;277.850000;mq;mq;mq;278.150000;mq;mq;mq;24.700000;-10;mq;mq;mq;mq;0.000000;mq;mq;mq;5.000000;mq;mq;mq;mq;3;8;840;3;6;1200;mq;mq;mq;mq;mq;mq;
67005;20240102060000;101110;130;1;280;3.800000;305.350000;298.950000;69;19540;0;mq;mq;mq;1;800;mq;mq;mq;101030;mq;mq;-80;mq;mq;mq;mq;mq;mq;mq;5.700000;8.200000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;1;mq;930;3;mq;6840;mq;mq;mq;mq;mq;mq;
71805;20240102060000;100980;10;3;310;5.400000;269.950000;265.050000;69;60000;0;mq;mq;100;8;800;mq;mq;mq;100890;mq;mq;620;269.350000;mq;272.250000;mq;273.350000;mq;mq;8.500000;9.100000;-10;mq;mq;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;810;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78894;20240102060000;101470;200;8;70;3.800000;298.150000;292.250000;70;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100950;mq;mq;-120;mq;296.750000;mq;302.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78897;20240102060000;101420;-200;8;0;0.000000;296.050000;295.050000;94;24170;mq;mq;mq;mq;mq;mq;mq;mq;mq;101330;mq;mq;-120;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.400000;9.600000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78922;20240102060000;101370;180;8;90;6.400000;299.550000;295.850000;80;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;100930;mq;mq;-140;mq;298.850000;mq;301.650000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
78925;20240102060000;101350;-170;8;90;0.800000;297.050000;296.050000;94;59240;0;mq;mq;90;6;800;mq;mq;mq;101260;mq;mq;-130;mq;303.150000;mq;303.150000;mq;mq;mq;1.400000;3.000000;-10;mq;mq;mq;mq;-0.100000;2.900000;3.100000;3.300000;3.300000;mq;mq;mq;mq;5;mq;720;6;mq;930;6;mq;1260;mq;mq;mq;
81401;20240102060000;101130;100;8;190;0.500000;296.050000;295.750000;98;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;101070;mq;mq;-60;mq;293.950000;mq;306.950000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
81405;20240102060000;101140;-130;7;60;2.100000;299.750000;297.050000;85;17800;0;mq;mq;mq;5;800;mq;mq;mq;101050;mq;mq;-70;mq;mq;mq;mq;300.550000;mq;mq;4.100000;4.100000;-10;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.200000;mq;mq;mq;mq;2;mq;660;5;mq;1050;mq;mq;mq;mq;mq;mq;
81415;20240102060000;101180;90;8;30;1.000000;297.450000;295.850000;91;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;99960;mq;mq;-90;mq;294.250000;mq;307.750000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;0.000000;0.000000;0.000000;0.000000;0.000000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
89642;20240102060000;97170;70;3;100;3.100000;274.450000;267.750000;61;20000;2;1;1;90;3;1250;34;20;14;96650;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;3;6;990;7;0;6900;mq;mq;mq;mq;mq;mq;
07005;20240102090000;99330;-220;8;200;2.700000;284.650000;284.050000;96;5990;61;mq;mq;mq;mq;mq;mq;mq;mq;98480;mq;mq;-1410;mq;mq;mq;mq;280.650000;mq;mq;8.600000;8.900000;-10;mq;0.000000;mq;mq;2.000000;5.400000;5.800000;11.900000;13.500000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07015;20240102090000;99380;-130;8;180;6.900000;284.350000;283.750000;96;7410;61;mq;mq;100;8;250;mq;mq;mq;98820;mq;mq;-1240;mq;mq;mq;mq;280.450000;mq;mq;10.500000;11.600000;-10;2;0.000000;mq;mq;1.600000;4.800000;5.200000;12.500000;14.300000;mq;mq;mq;mq;8;mq;240;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07020;20240102090000;99010;-210;7;210;12.100000;285.650000;285.050000;96;6000;61;6;2;100;8;800;37;mq;mq;98900;mq;mq;-1690;mq;mq;mq;mq;mq;mq;mq;17.200000;20.100000;-10;mq;mq;mq;mq;0.400000;3.700000;6.500000;7.300000;15.600000;mq;mq;mq;mq;8;7;600;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07027;20240102090000;99420;-150;8;210;10.400000;286.650000;284.550000;87;41170;61;mq;mq;100;1;800;mq;mq;mq;98630;mq;mq;-1520;mq;mq;mq;mq;282.050000;mq;mq;15.100000;16.500000;-10;1;0.000000;mq;mq;0.400000;3.000000;5.400000;8.000000;14.200000;mq;mq;mq;mq;1;mq;780;3;mq;1680;8;mq;2520;mq;mq;mq;
07037;20240102090000;99570;-150;6;200;10.700000;284.550000;284.050000;97;9640;61;mq;mq;100;8;250;mq;mq;mq;97720;mq;mq;-1360;mq;mq;mq;mq;280.750000;mq;mq;14.800000;16.200000;-10;mq;0.000000;mq;mq;1.400000;4.200000;5.600000;9.500000;12.700000;mq;mq;mq;mq;8;mq;240;mq;8;mq;mq;mq;mq;mq;mq;mq;
07072;20240102090000;99970;-100;8;210;9.800000;283.150000;281.450000;89;13090;61;mq;mq;100;8;450;mq;mq;mq;98840;mq;mq;-1090;mq;mq;mq;mq;280.350000;mq;mq;15.900000;17.300000;-10;2;0.000000;mq;mq;0.400000;1.000000;1.400000;7.500000;7.500000;mq;mq;mq;mq;7;mq;510;8;mq;660;mq;mq;mq;mq;mq;mq;
07110;20240102090000;99130;-350;6;220;15.900000;286.350000;286.050000;98;1910;mq;mq;mq;100;8;150;mq;mq;mq;97990;mq;mq;-1720;mq;mq;mq;mq;284.750000;mq;mq;23.600000;27.900000;-10;2;0.000000;mq;mq;3.000000;7.100000;12.900000;26.400000;48.400000;mq;mq;mq;mq;8;mq;180;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07117;20240102090000;98990;-370;8;mq;mq;286.750000;285.450000;92;6000;60;6;2;100;3;450;37;22;mq;98310;mq;mq;-1860;mq;mq;mq;mq;mq;mq;mq;mq;mq;-10;2;mq;mq;mq;1.600000;2.400000;6.300000;12.700000;20.800000;mq;mq;mq;mq;3;7;300;5;5;400;mq;mq;mq;mq;mq;mq;
07130;20240102090000;99770;-140;8;210;9.300000;286.550000;285.250000;92;7520;61;mq;mq;100;8;450;mq;mq;mq;99330;mq;mq;-1370;mq;mq;mq;mq;283.650000;mq;mq;17.000000;17.000000;-10;2;0.000000;mq;mq;1.100000;2.500000;4.500000;10.000000;14.000000;mq;mq;mq;mq;8;mq;360;mq;8;mq;mq;mq;mq;mq;mq;mq;
07139;20240102090000;99850;-90;8;210;7.500000;285.250000;283.950000;92;11690;63;mq;mq;100;8;450;mq;mq;mq;98140;mq;mq;-1300;mq;mq;mq;mq;281.450000;mq;mq;12.300000;16.500000;-10;2;0.000000;mq;mq;1.800000;4.600000;9.300000;17.100000;23.600000;mq;mq;mq;mq;7;mq;360;8;mq;570;mq;mq;mq;mq;mq;mq;
07149;20240102090000;100000;-120;8;210;8.800000;283.350000;281.950000;91;10000;61;6;6;100;8;450;37;mq;mq;98930;mq;mq;-1160;mq;mq;mq;mq;mq;mq;mq;15.200000;20.100000;-10;2;0.000000;0.000000;-30;0.400000;1.400000;3.200000;8.100000;10.500000;mq;mq;mq;mq;7;7;300;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07168;20240102090000;100350;-40;8;210;14.000000;282.050000;280.450000;90;7580;61;mq;mq;100;7;450;mq;mq;mq;98930;mq;mq;-970;mq;mq;mq;mq;280.650000;mq;mq;21.000000;21.000000;-10;2;0.000000;mq;mq;0.600000;2.200000;3.000000;7.600000;7.600000;mq;mq;mq;mq;7;mq;480;7;mq;660;7;mq;990;mq;mq;mq;
07181;20240102090000;100500;50;0;210;10.400000;280.150000;278.750000;91;7010;61;mq;mq;100;8;450;mq;mq;mq;96330;mq;mq;-760;mq;mq;mq;mq;277.950000;mq;mq;14.600000;16.800000;-10;mq;mq;mq;mq;-0.100000;-0.100000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;360;mq;8;mq;mq;mq;mq;mq;mq;mq;
07190;20240102090000;100570;60;3;190;7.200000;281.850000;279.450000;85;42150;58;mq;mq;100;8;800;mq;mq;mq;98760;mq;mq;-720;mq;mq;mq;mq;278.150000;mq;mq;10.900000;12.800000;-10;2;0.000000;mq;mq;-0.100000;-0.100000;0.400000;0.600000;0.600000;mq;mq;mq;mq;1;mq;810;7;mq;1140;8;mq;1440;mq;8;mq;
07207;20240102090000;99840;-190;8;230;19.600000;286.950000;285.650000;92;4000;25;2;mq;100;8;450;37;mq;mq;99330;mq;mq;-1330;mq;mq;mq;mq;mq;mq;mq;28.700000;29.500000;-10;2;mq;mq;mq;0.600000;1.800000;3.000000;9.400000;16.100000;mq;mq;mq;mq;8;7;500;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07222;20240102090000;100200;-140;8;210;8.700000;285.950000;284.550000;91;4490;63;mq;mq;100;8;450;mq;mq;mq;99890;mq;mq;-1160;mq;mq;mq;mq;284.150000;mq;mq;16.000000;18.900000;-10;2;0.000000;mq;mq;1.000000;6.500000;11.900000;23.800000;31.500000;mq;mq;mq;mq;8;mq;450;mq;8;mq;mq;mq;mq;mq;mq;mq;
07240;20240102090000;100390;-90;8;200;10.000000;283.150000;282.250000;94;8000;63;mq;mq;100;8;250;mq;mq;mq;99050;mq;mq;-960;mq;mq;mq;mq;282.150000;mq;mq;15.600000;16.600000;-10;2;0.000000;mq;mq;1.200000;4.200000;6.700000;mq;mq;mq;mq;mq;mq;8;mq;240;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07255;20240102090000;100750;-50;7;220;8.900000;282.050000;279.350000;83;20000;61;mq;mq;mq;mq;mq;mq;mq;mq;98760;mq;mq;-760;mq;mq;mq;mq;280.650000;mq;mq;13.300000;14.400000;-10;mq;0.000000;mq;mq;0.200000;0.400000;1.200000;2.200000;2.200000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07280;20240102090000;101040;10;0;200;8.400000;279.850000;278.650000;92;13650;61;mq;mq;100;8;250;mq;mq;mq;98380;mq;mq;-530;mq;mq;mq;mq;279.050000;mq;mq;13.800000;16.500000;-10;2;0.000000;mq;mq;0.600000;2.200000;3.800000;4.200000;4.200000;mq;mq;mq;mq;8;mq;270;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07299;20240102090000;100920;-20;7;220;6.700000;283.150000;278.550000;73;29500;61;mq;mq;100;8;2250;mq;mq;mq;97670;mq;mq;-590;mq;mq;mq;mq;277.050000;mq;mq;11.500000;12.700000;-10;2;0.000000;mq;mq;-0.100000;-0.100000;1.200000;1.400000;2.000000;mq;mq;mq;mq;7;mq;2040;8;mq;2520;mq;mq;mq;mq;mq;mq;
07314;20240102090000;100670;-100;5;190;12.100000;286.750000;283.750000;82;10000;81;8;6;100;8;800;37;mq;mq;100400;mq;mq;-840;mq;mq;mq;mq;mq;mq;mq;16.100000;17.900000;-10;2;mq;mq;mq;-0.100000;2.300000;6.300000;7.900000;13.100000;mq;mq;mq;mq;8;7;800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07335;20240102090000;100740;-70;6;190;10.400000;281.950000;280.850000;93;13140;61;mq;mq;100;7;450;mq;mq;mq;99290;mq;mq;-790;mq;mq;mq;mq;281.750000;mq;mq;15.000000;17.200000;-10;2;0.000000;mq;mq;0.400000;1.000000;1.400000;2.200000;2.600000;mq;mq;mq;mq;3;mq;330;5;mq;480;7;mq;660;mq;9;mq;
07434;20240102090000;101190;-70;6;180;7.400000;279.550000;277.350000;86;40510;0;mq;mq;100;7;1250;mq;mq;mq;96370;mq;mq;-490;mq;mq;mq;mq;279.050000;mq;mq;10.500000;12.300000;-10;2;0.000000;mq;mq;0.200000;0.400000;0.800000;1.000000;2.200000;mq;mq;mq;mq;7;mq;1290;7;mq;1560;8;mq;1920;mq;mq;mq;
07460;20240102090000;101180;-30;8;180;6.900000;283.650000;274.150000;52;60000;0;mq;mq;100;8;3060;mq;mq;mq;97250;mq;mq;-480;mq;mq;mq;mq;278.450000;mq;mq;10.100000;10.800000;-10;mq;0.000000;mq;mq;0.000000;0.000000;-0.100000;-0.100000;-0.100000;mq;mq;mq;mq;8;mq;3060;mq;8;mq;mq;mq;mq;mq;mq;mq;
07471;20240102090000;mq;-40;6;200;2.100000;277.650000;276.450000;92;20000;0;mq;mq;100;8;1750;mq;mq;mq;91790;92500;770;-210;mq;mq;mq;mq;272.250000;mq;mq;6.000000;6.000000;-10;2;0.000000;mq;mq;0.000000;0.800000;2.400000;2.400000;2.400000;mq;mq;mq;mq;5;mq;1920;8;mq;2880;mq;mq;mq;mq;mq;mq;
07481;20240102090000;101510;-60;7;170;7.100000;280.950000;278.250000;83;20000;61;6;6;100;8;1750;35;mq;mq;98610;mq;mq;-280;mq;mq;mq;mq;mq;mq;mq;11.500000;12.800000;-10;2;0.000000;0.000000;-30;0.200000;2.200000;4.600000;4.800000;4.800000;mq;mq;mq;mq;3;6;1500;8;6;2000;mq;mq;mq;mq;mq;mq;
07510;20240102090000;101020;-200;8;190;5.700000;283.750000;276.550000;61;60000;0;mq;mq;100;8;1750;mq;mq;mq;100440;mq;mq;-790;mq;mq;mq;mq;280.650000;mq;mq;8.900000;8.900000;-10;1;0.000000;mq;mq;0.000000;0.200000;0.200000;0.200000;1.200000;mq;mq;mq;mq;3;mq;1920;5;mq;3360;7;mq;4440;mq;mq;mq;
07535;20240102090000;101380;-150;6;160;4.200000;282.550000;275.450000;61;20000;0;mq;mq;mq;2;1750;mq;mq;mq;98250;mq;mq;-490;mq;mq;mq;mq;279.350000;mq;mq;8.100000;8.400000;-10;0;0.000000;mq;mq;0.000000;-0.100000;-0.100000;-0.100000;0.200000;mq;mq;mq;mq;1;mq;1800;mq;mq;mq;mq;mq;mq;mq;mq;mq;
07558;20240102090000;101720;40;3;70;2.000000;277.850000;275.750000;86;20000;0;mq;mq;mq;mq;mq;mq;mq;mq;93280;mq;mq;-170;mq;mq;mq;mq;274.350000;mq;mq;3.100000;4.100000;-10;mq;0.000000;mq;mq;0.000000;0.000000;0.000000;-0.100000;-0.100000;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;mq;
